instname,n,p,q,nonzeroA,nonzeroG,cbfbytes,epinormeucldim,epinorminfdim,epinormspectraldim,epiperexpdim,epipersquaredim,hypogeomeandim,hypoperlogdim,hypoperlogdettridim,nonnegativedim,nonpositivedim,semidefiniterealdim,semidefinitecomplexdim,powerdim,wsospolyinterprealdim,wsospolyinterpcomplexdim,epinormeucl,epinorminf,epinormspectral,epiperexp,epipersquare,hypogeomean,hypoperlog,hypoperlogdettri,nonnegative,nonpositive,semidefinitereal,semidefinitecomplex,power,wsospolyinterpreal,wsospolyinterpcomplex,isdiscrete
HMCR-n500-m400,2502,1201,2502,2801,202864,2420416,0,0,0,0,0,0,0,0,1301,1,0,0,1200,0,0,0,0,0,0,0,0,0,0,1,1,0,0,400,0,0,false
HMCR-n500-m800,4502,2401,4502,5601,404266,4810749,0,0,0,0,0,0,0,0,2101,1,0,0,2400,0,0,0,0,0,0,0,0,0,0,1,1,0,0,800,0,0,false
LogExpCR-n100-m1200,6102,3600,6103,7200,128124,1460243,0,0,0,0,0,0,3600,0,2501,2,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,1,0,0,0,0,0,false
LogExpCR-n100-m1600,8102,4800,8103,9600,170733,1942960,0,0,0,0,0,0,4800,0,3301,2,0,0,0,0,0,0,0,0,0,0,0,1600,0,1,1,0,0,0,0,0,false
LogExpCR-n100-m2000,10102,6000,10103,12000,213278,2417351,0,0,0,0,0,0,6000,0,4101,2,0,0,0,0,0,0,0,0,0,0,0,2000,0,1,1,0,0,0,0,0,false
LogExpCR-n100-m400,2102,1200,2103,2400,42914,495371,0,0,0,0,0,0,1200,0,901,2,0,0,0,0,0,0,0,0,0,0,0,400,0,1,1,0,0,0,0,0,false
LogExpCR-n100-m800,4102,2400,4103,4800,85522,982363,0,0,0,0,0,0,2400,0,1701,2,0,0,0,0,0,0,0,0,0,0,0,800,0,1,1,0,0,0,0,0,false
LogExpCR-n20-m1200,6022,3600,6023,7200,32374,332446,0,0,0,0,0,0,3600,0,2421,2,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,1,0,0,0,0,0,false
LogExpCR-n20-m1600,8022,4800,8023,9600,43129,440782,0,0,0,0,0,0,4800,0,3221,2,0,0,0,0,0,0,0,0,0,0,0,1600,0,1,1,0,0,0,0,0,false
LogExpCR-n20-m2000,10022,6000,10023,12000,53872,546525,0,0,0,0,0,0,6000,0,4021,2,0,0,0,0,0,0,0,0,0,0,0,2000,0,1,1,0,0,0,0,0,false
LogExpCR-n20-m400,2022,1200,2023,2400,10838,112604,0,0,0,0,0,0,1200,0,821,2,0,0,0,0,0,0,0,0,0,0,0,400,0,1,1,0,0,0,0,0,false
LogExpCR-n20-m800,4022,2400,4023,4800,21611,224012,0,0,0,0,0,0,2400,0,1621,2,0,0,0,0,0,0,0,0,0,0,0,800,0,1,1,0,0,0,0,0,false
LogExpCR-n500-m1200,6502,3600,6503,7200,606801,7165208,0,0,0,0,0,0,3600,0,2901,2,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,1,0,0,0,0,0,false
LogExpCR-n500-m1600,8502,4800,8503,9600,808614,9530920,0,0,0,0,0,0,4800,0,3701,2,0,0,0,0,0,0,0,0,0,0,0,1600,0,1,1,0,0,0,0,0,false
LogExpCR-n500-m2000,10502,6000,10503,12000,1009846,11859418,0,0,0,0,0,0,6000,0,4501,2,0,0,0,0,0,0,0,0,0,0,0,2000,0,1,1,0,0,0,0,0,false
LogExpCR-n500-m400,2502,1200,2503,2400,203264,2420421,0,0,0,0,0,0,1200,0,1301,2,0,0,0,0,0,0,0,0,0,0,0,400,0,1,1,0,0,0,0,0,false
LogExpCR-n500-m800,4502,2400,4503,4800,405066,4811528,0,0,0,0,0,0,2400,0,2101,2,0,0,0,0,0,0,0,0,0,0,0,800,0,1,1,0,0,0,0,0,false
achtziger_stolpe06-6.1flowc,157,90,159,217,210,1911,0,0,0,0,78,0,0,0,53,28,0,0,0,0,0,0,0,0,0,26,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe06-6.2flowc,3781,1974,3783,5995,5042,38263,0,0,0,0,1890,0,0,0,1261,632,0,0,0,0,0,0,0,0,0,630,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe06-6.5bflowc,10765,5428,11066,15364,15849,105380,0,0,0,0,5382,0,0,0,3589,2095,0,0,0,0,0,0,0,0,0,1794,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe06-6.5flowc,1795,943,1797,2714,2394,18087,0,0,0,0,897,0,0,0,599,301,0,0,0,0,0,0,0,0,0,299,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe07-5.1flowc,3781,1974,3783,5995,5042,38280,0,0,0,0,1890,0,0,0,1261,632,0,0,0,0,0,0,0,0,0,630,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe07-5.2bflowc,2593,1344,2667,3577,3818,24766,0,0,0,0,1296,0,0,0,865,506,0,0,0,0,0,0,0,0,0,432,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe07-5.2flowc,433,264,435,629,578,4304,0,0,0,0,216,0,0,0,145,74,0,0,0,0,0,0,0,0,0,72,0,0,0,1,1,0,0,0,0,0,true
achtziger_stolpe07-5.3flowc,499,273,501,724,666,4972,0,0,0,0,249,0,0,0,167,85,0,0,0,0,0,0,0,0,0,83,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_1_cap10,13901,3701,14101,8301,15300,55510,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_1_cap100,13901,3701,14101,8301,15300,55512,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_1_cap20,13901,3701,14101,8301,15300,55512,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_1_cap50,13901,3701,14101,8301,15300,55512,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_2_cap10,13901,3701,14101,8301,15300,55536,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_2_cap100,13901,3701,14101,8301,15300,55538,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_2_cap20,13901,3701,14101,8301,15300,55537,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set1_2_cap50,13901,3701,14101,8301,15300,55537,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_1_cap10,13901,3701,14101,8301,15300,55427,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_1_cap100,13901,3701,14101,8301,15300,55429,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_1_cap20,13901,3701,14101,8301,15300,55429,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_1_cap50,13901,3701,14101,8301,15300,55429,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_2_cap10,13901,3701,14101,8301,15300,55463,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_2_cap100,13901,3701,14101,8301,15300,55466,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_2_cap20,13901,3701,14101,8301,15300,55465,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set2_2_cap50,13901,3701,14101,8301,15300,55465,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_1_cap10,13901,3701,14101,8301,15300,55364,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_1_cap100,13901,3701,14101,8301,15300,55366,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_1_cap20,13901,3701,14101,8301,15300,55366,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_1_cap50,13901,3701,14101,8301,15300,55366,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_2_cap10,13901,3701,14101,8301,15300,55278,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_2_cap100,13901,3701,14101,8301,15300,55281,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_2_cap20,13901,3701,14101,8301,15300,55280,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set3_2_cap50,13901,3701,14101,8301,15300,55280,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_1_cap10,13898,3698,14098,8294,15296,55306,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_1_cap100,13898,3698,14098,8294,15296,55308,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_1_cap20,13898,3698,14098,8294,15296,55308,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_1_cap50,13898,3698,14098,8294,15296,55308,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_2_cap10,13898,3698,14098,8294,15296,55246,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_2_cap100,13898,3698,14098,8294,15296,55248,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_2_cap20,13898,3698,14098,8294,15296,55248,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set4_2_cap50,13898,3698,14098,8294,15296,55248,0,0,0,0,3597,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1199,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_1_cap10,13901,3701,14101,8301,15300,55333,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_1_cap100,13901,3701,14101,8301,15300,55335,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_1_cap20,13901,3701,14101,8301,15300,55335,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_1_cap50,13901,3701,14101,8301,15300,55335,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_2_cap10,13901,3701,14101,8301,15300,55283,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_2_cap100,13901,3701,14101,8301,15300,55286,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_2_cap20,13901,3701,14101,8301,15300,55285,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_100_100_hard_set5_2_cap50,13901,3701,14101,8301,15300,55285,0,0,0,0,3600,0,0,0,10400,101,0,0,0,0,0,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_10_cap10,16301,12081,16521,28121,20720,176784,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_10_cap100,16301,12081,16521,28121,20720,176786,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_10_cap20,16301,12081,16521,28121,20720,176785,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_10_cap200,16301,12081,16521,28121,20720,176788,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_10_cap50,16301,12081,16521,28121,20720,176785,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_5_cap10,16301,12081,16521,28121,20720,175992,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_5_cap100,16301,12081,16521,28121,20720,175994,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_5_cap20,16301,12081,16521,28121,20720,175993,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_5_cap200,16301,12081,16521,28121,20720,175995,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set1_5_cap50,16301,12081,16521,28121,20720,175993,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_10_cap10,16301,12081,16521,28121,20720,176978,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_10_cap100,16301,12081,16521,28121,20720,176980,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_10_cap20,16301,12081,16521,28121,20720,176979,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_10_cap200,16301,12081,16521,28121,20720,176982,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_10_cap50,16301,12081,16521,28121,20720,176979,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_5_cap10,16301,12081,16521,28121,20720,176149,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_5_cap100,16301,12081,16521,28121,20720,176151,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_5_cap20,16301,12081,16521,28121,20720,176150,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_5_cap200,16301,12081,16521,28121,20720,176153,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set2_5_cap50,16301,12081,16521,28121,20720,176150,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_10_cap10,16301,12081,16521,28121,20720,176941,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_10_cap100,16301,12081,16521,28121,20720,176943,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_10_cap20,16301,12081,16521,28121,20720,176942,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_10_cap200,16301,12081,16521,28121,20720,176945,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_10_cap50,16301,12081,16521,28121,20720,176942,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_5_cap10,16301,12081,16521,28121,20720,176505,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_5_cap100,16301,12081,16521,28121,20720,176507,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_5_cap20,16301,12081,16521,28121,20720,176506,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_5_cap200,16301,12081,16521,28121,20720,176509,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set3_5_cap50,16301,12081,16521,28121,20720,176506,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_10_cap10,16301,12081,16521,28121,20720,176775,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_10_cap100,16301,12081,16521,28121,20720,176777,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_10_cap20,16301,12081,16521,28121,20720,176776,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_10_cap200,16301,12081,16521,28121,20720,176779,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_10_cap50,16301,12081,16521,28121,20720,176776,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_5_cap10,16301,12081,16521,28121,20720,176333,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_5_cap100,16301,12081,16521,28121,20720,176334,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_5_cap20,16301,12081,16521,28121,20720,176334,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_5_cap200,16301,12081,16521,28121,20720,176337,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set4_5_cap50,16301,12081,16521,28121,20720,176334,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_10_cap10,16301,12081,16521,28120,20719,176393,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_10_cap100,16301,12081,16521,28120,20719,176395,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_10_cap20,16301,12081,16521,28120,20719,176394,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_10_cap200,16301,12081,16521,28120,20719,176397,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_10_cap50,16301,12081,16521,28120,20719,176394,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_5_cap10,16301,12081,16521,28120,20719,175785,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_5_cap100,16301,12081,16521,28120,20719,175787,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_5_cap20,16301,12081,16521,28120,20719,175786,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_5_cap200,16301,12081,16521,28120,20719,175789,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_200_20_set5_5_cap50,16301,12081,16521,28120,20719,175786,0,0,0,0,12060,0,0,0,4260,201,0,0,0,0,0,0,0,0,0,4020,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_10_cap100,100751,75201,101301,175301,126800,1069737,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_10_cap20,100751,75201,101301,175301,126800,1069738,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_10_cap200,100751,75201,101301,175301,126800,1069740,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_10_cap50,100751,75201,101301,175301,126800,1069736,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_10_cap500,100751,75201,101301,175301,126800,1069737,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_20_cap100,100751,75201,101301,175301,126800,1063272,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_20_cap20,100751,75201,101301,175301,126800,1063273,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_20_cap200,100751,75201,101301,175301,126800,1063275,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_20_cap50,100751,75201,101301,175301,126800,1063272,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set1_20_cap500,100751,75201,101301,175301,126800,1063272,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_10_cap100,100751,75201,101301,175299,126798,1068204,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_10_cap20,100751,75201,101301,175299,126798,1068202,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_10_cap200,100751,75201,101301,175299,126798,1068205,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_10_cap50,100751,75201,101301,175299,126798,1068205,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_10_cap500,100751,75201,101301,175299,126798,1068208,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_20_cap100,100751,75201,101301,175299,126798,1062710,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_20_cap20,100751,75201,101301,175299,126798,1062708,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_20_cap200,100751,75201,101301,175299,126798,1062711,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_20_cap50,100751,75201,101301,175299,126798,1062711,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
as_conic_500_50_set2_20_cap500,100751,75201,101301,175299,126798,1062714,0,0,0,0,75150,0,0,0,25650,501,0,0,0,0,0,0,0,0,0,25050,0,0,0,1,1,0,0,0,0,0,true
